content,score,sentiment,polarity,textblob_sentiment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,clean_content,clean_vader_compound,clean_vader_neg,clean_vader_neu,clean_vader_pos,clean_textblob_sentiment,clean_textblob_polarity,clean_textblob_subject
Meh,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.0772,1,0,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"This is so bad, i try upload my selfie picture...but it's error all the time",1,0,negative,"Sentiment(polarity=-0.6999999999999998, subjectivity=0.6666666666666666)",-0.7,0.666666667,-0.8015,0.356,0.644,0,error time,-0.4019,0.73,0.27,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Sama spt review kebanyakan user lainnya.. 1) CS saat verifikasi video call sangat tdk ramah; 2) Verifikasi sangat sulit, tertolak krn data dukcapil yg perbedaannya tdk signifikan.. kalau saya ditolak krn nama di dukcapil tdk ada gelar, sedangkan di KTP ada gelar.. tp nama lengkap yg asli loh sama.. kalau user lain, ada yg tertolak krn foto kurang jelas, alamat kurang spesifik, dll.. nah loh, padahal registrasi di bank lain pake e-ktp yg sama jg tdk masalah.. ini bank gak butuh nasabah apa? haiz",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.1027,0.017,0.983,0,review user video call data saya user lain bank lain bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Hallodanamon busuk, verifikasi bawel banget, alamat udah sampe Jalan, apartemen, unit, tower, kecamatan,keluarahan, provinsi, negara masih dibilang kurang lengkap ? Tu CS pinteran dikit lah Ubah limit kartu debet aja sampe kepotong 35rb pulsa ckckckck",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,samp unit tower limit samp,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Regis online, tapi aplikasi eror terus. Hancur2. Daftar online malah bkin emosi jiwa, daftar online harus ada foto selfie sma ktp, tpi ud dicba berpuluh2 kali tetep aja hasil EROR SILAHKAN MENCOBA LAGI.!",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,kali,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"I tried D-Bank registration couple times and re-installed again but the things is the apps always crashing all the time on VIDEO CALL verification step. This is not about internet connection, the apps need to fix it ASAP for customer convenience. 1 star for now until I can get verification by VIDEO CALL. Thanks.",1,0,negative,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,0.5927,0,0.932,0.068,tri bank time thing alway crash time video call step connect need custom star video call thank,-0.0516,0.134,0.743,0.124,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"I tried to register but the app crashed and when I re-registered it said my email has been used, try to login with email and pass but it said unmatch and then I used forget password and made new one, still cant log in",1,0,negative,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,-0.3291,0.052,0.948,0,tri crash said use login pass said use forget password made still cant,-0.5574,0.295,0.705,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Buka Rekening Baru Mau Verifikasi Via VideoCall Apk Force Close,1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,baru close,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Danamon Registration keeps crashing on the verification step (Video Call) Can't proceed the registration, my internet connection is super stable and that shouldn't be an issue. Will add more star after finishing the registration process. 1 star for now.",1,0,negative,"Sentiment(polarity=0.41666666666666663, subjectivity=0.5833333333333333)",0.416666667,0.583333333,0.7269,0,0.858,0.142,keep crash step video call proceed connect super star finish process star,0.296,0.163,0.602,0.235,"Sentiment(polarity=0.3333333333333333, subjectivity=0.6666666666666666)",0.333333333,0.666666667
"Tadinya mau daftar di sini. Tp katanya, karena dulu pernah jd nasabah di Danamon (dan udah ditutup tabungannya), jd ga bisa daftar. Harus ke bank-nya.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Bukannya makin mudah malah uring uringan. Selalu gagal verifikasi video call, verifikasi di cabang juga sama aja.",1,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,ure video call,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Gabisa login padahal password sudah benar, waktu saya mencet ""lupa password"" juga tetep gabisa malah error",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.153,0.847,0,login password saya password error,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Koneksi sudah dites lancar tapi di D-Bank Registration susah masuk bagian login. Waktu mau aktivasi kartu debit juga muncul masalah email gak terdaftar,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dite bank login debit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"geram saya terlalu katanya 30 detik, mana di awal normal layanan nya, giliran udah di akir malah gk karuan. mana harua video call segala. giliran di layani CS cewe eh tu cewe sok ngeles ngomong jaringan ini itu kan belagu..",2,0,negative,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.15,0.65,0.3182,0,0.944,0.056,saya mana normal mana video call,0,0,1,0,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.15,0.65
Mohon tambahkan fitur buka tabungan selain d-save,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,save,0.4939,0,0,1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi sering close dgn sendirinya. Butuh orang yg semangat untuk bisa meneruskan membuka rekening. Proses verifikasi lebih ribet daripada produk lainnya yang lebih dahulu saya gunakan. Saran saya : 1. Berikan kenyamanan kepada calon pengguna dalam melakukan registrasi dengan aplikasi yang stabil sehingga Customer/User Experiences bisa terkelola dengan baik. 2. Kehati-hatian sudah pasti harus dilakukan sebagai dasar proses registrasi, namun pertimbangkan juga potensi risikonya agar ongkos kehati-hatian sebanding dengan risiko yang mungkin terjadi sehingga tidak terkesan ribet dan orang tertarik menggunakan produk yang ditawarkan, bila di depan sudah kurang nyaman maka sulit rasanya untuk bisa memberikan keyakinan bahwa produk yang ditawarkan akan memberikan kemudahan sehingga layak untuk menjadi prioritas dibandingkan produk-produk yang ditawarkan oleh kompetitor. Terima kasih.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,sere close orang prose yang saya saya yang custom user prose agar yang orang yang yang yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Selalu putus pasa proses videocall, koneksi stabil.. dan waktu app tiba"" force close, saya masuk lagidengan email yang sama tdk bisa.. waktu daftar ulang, no hp sudah di gunakan. jadi tidak bs aktivasi sekarang..",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.062,0.937,0,prose close saya yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Aplikasi saat verifikasi dengan video call selalu crash,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.278,0.722,0,video call crash,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Mo registrasi di tolak. ð,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Pada saat mau konfirmasi data dengan video call, app selalu crash. Padahal semua data sudah lengkap dan berhasil masuk..",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.13,0.87,0,data video call crash data,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
tidak bisa verifikasi Video Call. selalu foece Close.,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call close,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
saya coba registrasi tapi selalu gagal (ket. error) ambil foto dengan e-ktp,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.197,0.803,0,saya error,-0.4019,0.73,0.27,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Terkesan Kurang serius dalam membuka layanan nya, ujungnya tetap harus ke bank . Setiap ingin verifikasi Video Call, app crashed.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank video call crash,-0.4019,0.474,0.526,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
gak d banking gak d pro buat ribet. ga bisa dibuka. login melulu tapi ga bisa kebuka dgn alasan app error. aduhh,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.114,0.886,0,bank login error,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi hanya mentok di loading ketika dibuka, koneksi internet saya lancar",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,load saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Apps tdk bisa vcall, shg vcall melalui chrome. Byk pertanyaan dan byk isian. Cba tiru bank lain yg lbh praktis.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,chrome bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Gabisa login padahal password sudah benar, waktu saya mencet ""lupa password"" juga tetep gabisa malah error",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.153,0.847,0,login password saya password error,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Koneksi sudah dites lancar tapi di D-Bank Registration susah masuk bagian login. Waktu mau aktivasi kartu debit juga muncul masalah email gak terdaftar,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,dite bank login debit,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Mohon tambahkan fitur buka tabungan selain d-save,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,save,0.4939,0,0,1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"geram saya terlalu katanya 30 detik, mana di awal normal layanan nya, giliran udah di akir malah gk karuan. mana harua video call segala. giliran di layani CS cewe eh tu cewe sok ngeles ngomong jaringan ini itu kan belagu..",2,0,negative,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.15,0.65,0.3182,0,0.944,0.056,saya mana normal mana video call,0,0,1,0,"Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.15,0.65
"Apps tdk bisa vcall, shg vcall melalui chrome. Byk pertanyaan dan byk isian. Cba tiru bank lain yg lbh praktis.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,chrome bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
gak d banking gak d pro buat ribet. ga bisa dibuka. login melulu tapi ga bisa kebuka dgn alasan app error. aduhh,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.114,0.886,0,bank login error,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi sering close dgn sendirinya. Butuh orang yg semangat untuk bisa meneruskan membuka rekening. Proses verifikasi lebih ribet daripada produk lainnya yang lebih dahulu saya gunakan. Saran saya : 1. Berikan kenyamanan kepada calon pengguna dalam melakukan registrasi dengan aplikasi yang stabil sehingga Customer/User Experiences bisa terkelola dengan baik. 2. Kehati-hatian sudah pasti harus dilakukan sebagai dasar proses registrasi, namun pertimbangkan juga potensi risikonya agar ongkos kehati-hatian sebanding dengan risiko yang mungkin terjadi sehingga tidak terkesan ribet dan orang tertarik menggunakan produk yang ditawarkan, bila di depan sudah kurang nyaman maka sulit rasanya untuk bisa memberikan keyakinan bahwa produk yang ditawarkan akan memberikan kemudahan sehingga layak untuk menjadi prioritas dibandingkan produk-produk yang ditawarkan oleh kompetitor. Terima kasih.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,sere close orang prose yang saya saya yang custom user prose agar yang orang yang yang yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Aplikasi hanya mentok di loading ketika dibuka, koneksi internet saya lancar",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,load saya,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Selalu putus pasa proses videocall, koneksi stabil.. dan waktu app tiba"" force close, saya masuk lagidengan email yang sama tdk bisa.. waktu daftar ulang, no hp sudah di gunakan. jadi tidak bs aktivasi sekarang..",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.296,0.062,0.937,0,prose close saya yang,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Aplikasi saat verifikasi dengan video call selalu crash,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.278,0.722,0,video call crash,-0.4019,0.574,0.426,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Mo registrasi di tolak. ð,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Terkesan Kurang serius dalam membuka layanan nya, ujungnya tetap harus ke bank . Setiap ingin verifikasi Video Call, app crashed.",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,bank video call crash,-0.4019,0.474,0.526,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
tidak bisa verifikasi Video Call. selalu foece Close.,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call close,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Pada saat mau konfirmasi data dengan video call, app selalu crash. Padahal semua data sudah lengkap dan berhasil masuk..",2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.13,0.87,0,data video call crash data,-0.4019,0.403,0.597,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
saya coba registrasi tapi selalu gagal (ket. error) ambil foto dengan e-ktp,2,0,negative,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,-0.4019,0.197,0.803,0,saya error,-0.4019,0.73,0.27,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Im wondering why Danamon needs two different app for banking purposes. Registering and daily banking from different apps, while the other banking app can do it in one app. You guys should hire better app developer.",3,1,neutral,"Sentiment(polarity=0.075, subjectivity=0.41500000000000004)",0.075,0.415,0.4404,0,0.923,0.077,wonder need differ bank bank differ bank guy hire better develop,0.4404,0,0.775,0.225,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
Ko susah banget mau buka recening di Danamond ini yea..,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Kenapa bagian verifikasi video call lama sekali min , padahal koneksi bagus",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call lama,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Saat mau isi data kota dan provinsi, kok tidak ada pilihannya? Bagaimana ini",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,data,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Gak bisa register dah foto e ktp berkali kali aplikasinya force close mau ke banknya males .... Kalu online kan enak ke bank lain,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,kali close male bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1
"Kolom Kota dan Provinsi tidak berfungsi, jadi proses penambahan alamat tidak bisa dilakukan karena tidak bisa diketik manual. Mohon diperbaiki.",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,prose manual,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"katanya 3-4hr kartu smpai ke alamat, ne uda 2 minggu lho...manaaaaa kok ga smpe2ð¤",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
klo udh punya danamon lebih bisa daftar d save ga?,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.4939,0,0.738,0.262,save,0.4939,0,0,1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Pas mau upload ktp tidak bisa,padahal udah jelas dan nik udah sama",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ok,3,1,neutral,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,0.296,0,0,1,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ko susah banget mau buka recening di Danamond ini yea..,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Im wondering why Danamon needs two different app for banking purposes. Registering and daily banking from different apps, while the other banking app can do it in one app. You guys should hire better app developer.",3,1,neutral,"Sentiment(polarity=0.075, subjectivity=0.41500000000000004)",0.075,0.415,0.4404,0,0.923,0.077,wonder need differ bank bank differ bank guy hire better develop,0.4404,0,0.775,0.225,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"Kenapa bagian verifikasi video call lama sekali min , padahal koneksi bagus",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,video call lama,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Ok,3,1,neutral,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,0.296,0,0,1,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Saat mau isi data kota dan provinsi, kok tidak ada pilihannya? Bagaimana ini",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,data,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
Gak bisa register dah foto e ktp berkali kali aplikasinya force close mau ke banknya males .... Kalu online kan enak ke bank lain,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,kali close male bank lain,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1
"Kolom Kota dan Provinsi tidak berfungsi, jadi proses penambahan alamat tidak bisa dilakukan karena tidak bisa diketik manual. Mohon diperbaiki.",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,prose manual,0,0,1,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"katanya 3-4hr kartu smpai ke alamat, ne uda 2 minggu lho...manaaaaa kok ga smpe2ð¤",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
klo udh punya danamon lebih bisa daftar d save ga?,3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0.4939,0,0.738,0.262,save,0.4939,0,0,1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"Pas mau upload ktp tidak bisa,padahal udah jelas dan nik udah sama",3,1,neutral,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,1,0,,0,0,0,0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0
"I downloaded the APP and tried to register. However, I dont have a national ID. (KITAS) Since I work for an international organization, I am issued an ID by the Ministry of Foreign Affairs. The system refuses to verify this ID. I am stuck. How do I open a bank account without having to visit a branch, especially in these days of lock-down.",4,2,positive,"Sentiment(polarity=-0.03125, subjectivity=0.40625)",-0.03125,0.40625,-0.25,0.031,0.969,0,tri dont nation work intern organ foreign affair system stuck open bank account without visit branch day lock,-0.25,0.105,0.895,0,"Sentiment(polarity=-0.0625, subjectivity=0.3125)",-0.0625,0.3125
Very nice exactly,4,2,positive,"Sentiment(polarity=0.515, subjectivity=0.625)",0.515,0.625,0.4754,0,0.393,0.607,veri nice,0.4215,0,0.263,0.737,"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1
